morton_code,lat,lon,gem_score,demand_p90,demand_p50,flow_index,stop_rate,n_rides,n_corners,crowd_v_p50,crowd_v_p85,crowd_lean_p90,radius_p50,grade_mean,elev_mean,n_points
122010200110301012,47.8585,11.8353,90.0067,41.5811,23.9949,0.9821,0.0,56,54,14.4444,15.8333,21.1509,47.7808,-0.3166,656.5502,234
122010200110031012,47.8362,11.8135,87.6355,38.4488,15.1905,1.0,0.0,66,119,19.4444,21.3889,10.4323,112.3209,-2.5458,633.956,400
122010200113012232,47.9211,11.8908,83.6871,38.1727,31.2937,1.0,0.0,23,6,15.6944,20.8333,28.6216,106.763,3.5476,635.1104,82
122010200003013330,47.9199,11.3804,83.5707,39.1688,14.2471,1.0,0.0,16,9,23.3333,25.8832,19.8897,165.1978,-0.8249,688.2235,42
122010200111001212,47.8207,11.8792,83.2955,38.4023,22.6109,1.0,0.0,19,13,26.25,29.9028,28.0547,135.2056,0.9461,669.4372,30
122010022203223303,47.6329,11.3562,82.8734,36.8965,18.5626,0.9138,0.0,58,63,13.0556,15.2778,31.6846,44.0463,1.2121,773.7959,671
122001311101013132,47.8277,11.0287,81.5486,37.5424,14.6393,1.0,0.0,15,17,20.2778,21.9444,32.335,134.7257,-0.2663,773.1428,42
122001133211331221,47.5358,10.8889,81.2845,34.0036,22.1632,1.0,0.0,44,41,14.4444,16.3889,29.5752,47.9149,3.1164,1106.6676,141
122010200110322321,47.8989,11.8288,81.2693,33.1826,29.4739,0.9846,0.0,65,63,17.2222,18.0556,14.2734,53.497,0.3094,554.9999,299
122010022203223032,47.6312,11.3527,80.0692,33.7641,17.9556,0.9231,0.0154,65,61,11.9444,14.4444,31.7153,38.9263,2.0087,745.4553,324
122010022203223101,47.6263,11.356,79.8949,34.6813,19.1708,0.8966,0.0172,58,62,13.0556,16.1111,31.1177,46.1489,1.1274,844.9173,514
122010022202120100,47.5717,11.3006,79.5834,34.2999,17.9148,0.8983,0.0508,59,84,12.0833,15.0,35.3452,45.4723,0.0386,851.9972,453
122010200110301021,47.8594,11.8337,78.9356,31.3075,18.1449,1.0,0.0,53,4,15.0,15.0732,4.1968,285.258,1.1579,658.6361,56
122010200001333203,47.8972,11.4169,78.1927,37.1612,24.7763,1.0,0.0,6,7,16.9444,18.6111,32.6953,53.1891,-3.0015,589.1201,49
122010200112110302,47.9083,11.8492,77.8848,31.5645,2.8734,0.9265,0.0294,68,45,11.25,15.8333,20.0502,12.3036,-0.3062,577.6336,224
122001133312012100,47.561,11.1025,77.8744,30.6713,20.549,0.9239,0.0435,92,114,11.6667,13.3333,25.3784,38.259,1.4462,869.5779,760
122010022203220132,47.619,11.3473,77.8703,34.5155,18.24,0.8393,0.0,56,55,8.8889,11.1111,31.8955,21.2804,-2.4411,846.9752,424
122010200113012223,47.9212,11.8892,77.8207,32.7626,28.8953,1.0,0.0,24,24,19.4444,22.2222,29.3291,78.2231,1.5601,628.9498,105
122010022221001100,47.637,11.3549,77.8139,32.6089,17.4803,0.9,0.0167,60,88,11.3889,13.6077,31.1484,37.264,0.8025,661.6063,803
122010022203223231,47.6341,11.3535,77.4648,31.5843,16.9635,0.9206,0.0317,63,86,12.5,14.7276,31.0737,45.5215,0.2971,730.3092,870
122010022202123010,47.5831,11.3077,77.2431,30.5068,15.958,0.98,0.0,50,47,15.5556,18.8611,24.1963,81.1723,-0.9714,829.5107,59
122010022302112111,47.5602,11.6778,77.2301,31.2334,12.4687,0.9756,0.0,41,37,17.0833,20.8333,31.0254,88.6284,0.1505,888.717,286
122010022203221022,47.6196,11.3494,76.9253,32.5982,13.5517,0.8689,0.0492,61,132,11.6667,14.4445,31.0737,45.5499,-0.15,862.3135,1016
122010022203220311,47.6203,11.3488,76.9058,29.602,15.2934,0.9831,0.0,59,56,11.2792,13.6364,32.2383,42.6625,1.2778,866.4335,113
122001311013113103,47.9132,10.895,76.6162,31.2048,20.286,1.0,0.0,28,29,20.2293,21.9445,29.3423,109.2334,0.0945,697.1195,162
122001133322131100,47.7472,10.9821,76.5024,33.27,8.9363,0.9524,0.0,21,14,12.5,14.5833,26.543,44.5957,-1.3957,761.1122,111
122010200011110032,47.8178,11.5827,76.3788,33.676,10.4267,0.8966,0.0345,29,33,12.7778,15.4167,30.4541,67.0833,-1.1407,702.9556,151
122010200111003300,47.829,11.8817,76.3618,34.0705,25.2821,1.0,0.0,10,8,23.8889,25.5556,32.3657,116.8686,-0.2967,657.9476,10
122010022221001110,47.6372,11.3574,76.3488,30.2292,10.65,0.9355,0.0161,62,88,13.0556,16.9444,27.2022,72.3247,0.1643,681.8016,564
122010200001333221,47.8981,11.4169,76.1997,29.7866,5.1522,0.963,0.0,54,17,20.5556,26.9552,27.5713,82.9018,0.1486,597.5274,317
122010200011023211,47.8517,11.5294,75.7628,36.2314,7.8205,0.9,0.0,10,13,13.8889,17.5,30.208,60.7799,-0.7495,702.8897,97
122010200103112312,47.9185,11.7641,75.7154,31.2168,18.394,0.9655,0.0,29,30,21.1111,25.2778,26.9297,124.4929,-0.9024,667.7289,133
122010200010233223,47.8991,11.4602,75.5132,33.029,3.3658,1.0,0.0,11,5,24.3056,33.6002,2.3994,285.3984,0.136,603.2596,12
122010200110123323,47.8559,11.8398,75.4115,29.0085,12.6795,0.9792,0.0,48,36,20.2778,24.1667,28.1953,111.0307,2.5698,703.4952,243
122010022233233021,47.805,11.5489,75.3727,33.1803,13.7172,1.0,0.0,10,10,25.8333,31.1111,26.7187,224.3584,-1.1021,641.9226,59
122010022200321211,47.5324,11.3103,75.3083,31.8057,17.6841,0.9565,0.0,23,23,8.6111,10.1111,28.7578,18.9928,0.8048,865.8156,65
122010200110122123,47.85,11.8291,75.2764,28.1348,28.1348,1.0,0.0,51,51,15.8333,21.3889,8.379,87.2113,-3.4987,676.786,161
122010200110301000,47.8565,11.8333,75.2542,26.9098,0.9815,0.9615,0.0096,104,4,13.3333,16.3889,10.9968,66.544,-0.8462,685.6227,345
122010200111020302,47.8416,11.8712,75.2005,30.4058,13.8004,0.9474,0.0263,38,33,17.5,20.8333,27.1055,106.2717,-7.0471,671.5282,155
122010200103112303,47.9187,11.7629,75.1701,29.6903,17.3237,1.0,0.0,30,32,20.8333,24.4445,26.9385,136.2425,-0.8893,666.2976,161
122010022333201321,47.7769,11.8841,74.965,33.8301,20.1427,1.0,0.0,7,7,20.8025,22.8195,34.2861,88.6008,-0.251,700.969,20
122010022221001101,47.6373,11.3565,74.9066,30.2377,10.7103,0.8871,0.0323,62,130,12.2222,15.2778,30.854,60.4284,-0.2735,674.5016,953
122001133321033113,47.6713,11.0295,74.8929,26.5195,11.1974,0.9492,0.0085,118,100,13.0556,22.7778,25.7959,36.3834,-2.3897,863.3722,919
122001311102002313,47.919,10.909,74.8395,34.2743,12.1232,0.84,0.0,25,42,11.6667,16.0972,32.9678,43.9137,-5.9524,691.0112,308
122010022200032120,47.4978,11.2776,74.7168,28.5295,14.3805,0.9623,0.0189,53,51,13.6111,16.3889,24.8115,66.1805,0.2581,886.1252,157
122001133211330333,47.5366,10.8872,74.6509,36.1119,17.9278,0.6957,0.0652,46,46,9.9968,15.2778,34.4619,21.2429,3.2026,1094.473,354
122010022332202300,47.7856,11.7837,74.617,33.1408,11.9899,1.0,0.0,8,10,17.5,22.1389,30.3662,116.5449,-2.785,721.6636,75
122001133322131303,47.7536,10.9833,74.5626,30.9436,2.2544,0.9333,0.0,30,14,9.4445,15.7639,21.8188,40.3817,0.1427,751.4602,146
122010200001010221,47.8216,11.3618,74.5262,32.1407,17.0484,1.0,0.0,11,12,13.8889,15.5556,29.3115,53.587,1.9758,652.1295,120
122001133310121012,47.4856,11.1332,74.5236,25.7841,13.9307,0.9895,0.0105,95,86,15.0,16.9445,23.6689,86.9286,-0.2445,782.2758,140
122010200111020222,47.8448,11.8661,74.4499,31.6916,8.8524,0.8605,0.0465,43,69,14.7222,19.1667,28.5644,89.1709,-1.8474,697.3949,552
122001133323002031,47.7386,10.9907,74.394,29.8089,9.1171,1.0,0.0,23,23,20.0,22.5,17.2705,179.8703,-2.1845,793.1854,81
122010022233323322,47.8119,11.5754,74.3732,30.9399,12.8628,0.931,0.0,29,20,16.1111,19.7083,29.2148,73.6147,2.0431,708.4782,70
122001133323323231,47.8103,11.046,74.3528,32.2785,11.9072,0.9412,0.0,17,33,14.7222,17.5,32.6689,85.614,-5.2678,748.4663,162
122001133322321330,47.7999,10.9623,74.293,34.1436,18.9677,1.0,0.0,5,6,13.6111,19.3333,31.9219,61.9786,4.0517,745.8434,35
122010200112132002,47.9356,11.844,74.1819,33.1252,18.2022,1.0,0.0,7,6,26.584,36.0717,31.9043,226.0398,1.2856,582.3305,21
122001311103012120,47.9142,11.0145,74.1753,29.4818,9.574,1.0,0.0,24,22,22.2222,26.9445,29.751,138.6352,0.5537,724.478,121
122010022333201330,47.7768,11.8846,74.0562,33.4384,18.8835,1.0,0.0,6,6,19.8611,21.3619,32.3174,103.3889,-0.2566,697.5401,8
122001133323002013,47.7382,10.9914,73.9897,29.4451,7.7095,1.0,0.0,23,21,19.7222,22.2222,17.7803,146.8772,-3.4059,796.0862,92
122001133323323320,47.8103,11.0474,73.9875,31.6889,13.6439,0.9444,0.0556,18,28,15.0,17.5694,30.8496,90.0969,-3.1207,738.9328,187
122010022202313311,47.6105,11.3379,73.9864,26.6806,13.7334,1.0,0.0,56,53,18.3333,23.3333,27.3779,127.4905,0.4097,821.213,103
122010022202120113,47.5726,11.3044,73.8772,28.1659,16.9908,0.9333,0.0,60,65,15.2778,18.6111,27.958,77.1984,-1.3905,830.0832,565
122010022203223011,47.6264,11.3538,73.8608,30.2828,12.0888,0.8525,0.0,61,65,14.1667,18.0556,28.2788,58.8093,0.9102,828.8924,856
122010022210221021,47.5309,11.4395,73.7743,29.6775,17.8406,1.0,0.0,20,20,14.4445,15.8889,22.3945,65.4511,3.0702,833.363,24
122001133322321331,47.8,10.9631,73.7576,33.6618,16.5863,1.0,0.0,5,5,13.6111,16.9167,26.7583,50.4115,4.6012,753.8021,10
122010022222110103,47.7273,11.3241,73.7315,30.9334,17.56,1.0,0.0,13,10,15.2778,18.8889,31.4033,64.1013,0.0105,624.298,15
122010022203223102,47.6278,11.3551,73.681,28.5302,8.4113,0.9153,0.0339,59,67,15.8333,19.4444,27.6064,79.7192,0.2449,817.6596,832
122001311100320210,47.8841,10.9452,73.4941,29.581,10.633,1.0,0.0,19,15,21.1111,23.375,26.4595,143.4,-0.7992,727.7323,34
122010022233233023,47.8059,11.5485,73.3912,31.3969,19.5156,1.0,0.0,10,10,22.2673,26.6667,30.8057,137.9944,0.1056,643.5986,41
122001133211212123,47.5207,10.8402,73.3202,29.5522,14.3306,0.9048,0.0,42,69,18.3333,23.3334,26.9121,116.3329,-0.8028,1081.152,397
122001133211330331,47.536,10.8873,73.3045,33.4113,9.0476,0.8,0.0,30,20,15.9722,23.6111,18.6724,93.3519,1.9169,1093.164,50
122010200111021032,47.8389,11.8792,73.2889,29.6379,7.0156,0.9355,0.0323,31,25,21.1111,27.3333,22.0342,176.1288,-0.7654,652.8084,134
122010200011212212,47.8748,11.5386,73.2207,30.9658,8.8205,1.0,0.0,11,16,16.1111,20.3333,33.8203,110.4054,1.0483,724.0396,77
122010022213033022,47.5866,11.5474,73.2126,28.717,11.9607,0.9167,0.0208,48,108,13.6111,16.9444,26.5693,74.9722,0.5325,788.1516,426
122010200113030331,47.9314,11.8979,73.1096,31.4478,19.6807,1.0,0.0,9,1,9.7222,23.75,28.2129,137.4814,-7.6519,584.0788,31
122001133333312331,47.7878,11.2378,73.0184,31.0614,12.934,1.0,0.0,10,4,26.9444,30.1296,16.5674,320.0843,-1.2627,673.3134,11
122001133302010310,47.5547,10.9289,72.9058,25.9404,14.652,1.0,0.0,52,57,16.9445,21.6667,28.4062,105.0008,1.5258,1004.3097,279
122001311101013130,47.8274,11.0279,72.8636,29.726,16.7609,1.0,0.0,15,17,20.5556,24.6389,31.2891,136.1338,-0.2456,773.0228,63
122001133312103201,47.5661,11.1311,72.7864,26.6166,13.5196,0.9032,0.0645,93,197,12.2222,15.2778,24.4072,47.0485,2.1395,713.9692,1645
122001311101013133,47.8283,11.0293,72.778,29.4554,12.2074,1.0,0.0,16,15,22.2222,26.3056,28.7842,222.5023,-0.4965,771.3003,103
122010022022202010,47.4293,11.2529,72.771,28.4841,19.6989,1.0,0.0,22,19,10.0,11.3889,25.3081,24.5977,-4.5546,1014.6165,42
122010200003101120,47.9032,11.3986,72.7263,34.1028,17.4608,0.8889,0.0,9,9,15.5556,18.0833,30.6475,58.3577,-0.6957,679.2922,27
122010022203220133,47.6193,11.3484,72.4379,30.219,10.8355,0.8,0.0462,65,233,11.3889,15.0,31.1572,57.3201,-0.4524,848.0106,1608
122010022203223122,47.6299,11.3544,72.3904,25.5993,13.2249,1.0,0.0,50,48,16.6667,20.4167,30.3662,103.872,0.4946,798.9206,71
122010022203223322,47.6362,11.355,72.3206,28.8299,12.0874,0.8406,0.0145,69,211,12.5,16.3889,28.5073,50.4971,0.0146,673.2044,1284
